t = 4.15e-12, u =     996.556 1.11853e+08 1.08875e+22     224.049 1.08875e+22     6654.58, Te = 993.668, T = 300
t = 4.2e-12, u =     996.556 1.11853e+08 1.10194e+22     227.364 1.10194e+22     6735.24, Te = 996.294, T = 300
t = 4.25e-12, u =     996.556 1.11853e+08 1.11514e+22     230.698 1.11514e+22      6815.9, Te = 998.938, T = 300
t = 4.3e-12, u =     996.556 1.11853e+08 1.12834e+22      234.05 1.12834e+22     6896.56, Te = 1001.6, T = 300
t = 4.35e-12, u =     996.556 1.11853e+08 1.14154e+22     237.422 1.14154e+22     6977.22, Te = 1004.28, T = 300
t = 4.4e-12, u =     996.556 1.11853e+08 1.15473e+22     240.812 1.15473e+22     7057.88, Te = 1006.98, T = 300
t = 4.45e-12, u =     996.556 1.11853e+08 1.16793e+22     244.222 1.16793e+22     7138.55, Te = 1009.7, T = 300
t = 4.5e-12, u =     996.556 1.11853e+08 1.18113e+22      247.65 1.18113e+22     7219.21, Te = 1012.44, T = 300
t = 4.55e-12, u =     996.556 1.11853e+08 1.19432e+22     251.098 1.19432e+22     7299.87, Te = 1015.19, T = 300
t = 4.6e-12, u =     996.556 1.11853e+08 1.20752e+22     254.565 1.20752e+22     7380.53, Te = 1017.96, T = 300
t = 4.65e-12, u =     996.556 1.11853e+08 1.22072e+22     258.051 1.22072e+22     7461.19, Te = 1020.74, T = 300
t = 4.7e-12, u =     996.556 1.11853e+08 1.23391e+22     261.556 1.23391e+22     7541.85, Te = 1023.54, T = 300
t = 4.75e-12, u =     996.556 1.11853e+08 1.24711e+22      265.08 1.24711e+22     7622.51, Te = 1026.36, T = 300
t = 4.8e-12, u =     996.556 1.11853e+08 1.26031e+22     268.624 1.26031e+22     7703.17, Te = 1029.19, T = 300
t = 4.85e-12, u =     996.556 1.11853e+08  1.2735e+22     272.187  1.2735e+22     7783.83, Te = 1032.03, T = 300
t = 4.9e-12, u =     996.556 1.11853e+08  1.2867e+22     275.769  1.2867e+22      7864.5, Te = 1034.89, T = 300
t = 4.95e-12, u =     996.556 1.11853e+08  1.2999e+22     279.371  1.2999e+22     7945.16, Te = 1037.76, T = 300
t = 5e-12, u =     996.556 1.11853e+08 1.31309e+22     282.992 1.31309e+22     8025.82, Te = 1040.65, T = 300
t = 5.05e-12, u =     996.556 1.11853e+08 1.32629e+22     286.632 1.32629e+22     8106.48, Te = 1043.55, T = 300
t = 5.1e-12, u =     996.556 1.11853e+08 1.33949e+22     290.292 1.33949e+22     8187.14, Te = 1046.46, T = 300
